look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 4 | feel: 3 | overall: 4 From the neck of the bottle: "Bottled on 06/16/16"    Appearance: The body is not hazy but it has this opalescence that makes it hard to see through. It is a dark shade of bronze and I can only see shadows through it. The head Is very thick with a creamy texture and white in appearance. The head stays up for a very long time and it has very good lacing.    Aroma: There is a big pine aroma that is very welcoming to the nose. There is also a bit of a tangerine quality to the aroma which is nice. It has this resinous aroma as well.    Taste: Up front I get this sweet malty character with caramel and a bit of sweet honey that is quickly washed with a bitter pine resin flavor. There is a touch of alcohol flavor which is understandable for a 10.8%ABV beer but it doesn't hurt the flavor at all. It just lingers in the background a bit.    Mouthfeel: Moderate carbonation with a good raw bitterness and a medium body. The beer drinks thick and it has a lot of texture to it. The finish lingers for quite a while.    Overall: I enjoyed the beer. I don't think it would be a beer that I would regularly purchase but it is one that i would revisit every once and a while. The overall character is a classic pine flavored bitter West Coast style (triple) IPA but it hearkens back to the older styles that had a lot more malt presence. I am really enjoying this bottle so I would recommend it. Pairing it with food would require something big and flavorful so the flavor of the food is not lost under the wingspan of this beer.   
look: 4.5 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bomber. Pours clean amber, thin white head leaves soapy lacing. Sweet caramel aroma. Sweet caramel malt taste is offset by piney hops, the malt wins out but finishes with some nice piney bitterness. Medium silky mouthfeel. Very tasty, sweet TRIPA.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 Poured from bomber into tulip glass. Nice burst of pine sap aroma on opening. Pours a beautiful clear amber color, long- lasting off-white head that leaves lots of spotty lacing. Aromas and flavors of pine, citrus peel, caramel. Bitter dry finish, with a little lingering pine resin and orange zest. Very well balanced. Be careful - the alcohol is well hidden, with the pine and citrus dominating. An outstanding brew, as I would expect from Stone.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours a clear, bright orange color with a fluffy two finger off white head. Aroma is pine, resin, citrus, tropical fruits, fruit rind, grass, and of course hops. Taste follows with pine, resin, citrus and tropical fruits, fruit rind, grass, earth, huge hops and a smack of bitterness, all on a bready, slight caramel malt backbone witha touch of alcohol on the backend. Mouthfeel is medium and oily, smooth, and mouthcoating, with an alcohol warming a bitafter the finish. Overall, this is a definite winner from a place that knows hops, and with this they justify that moniker. A huge, brash beer that spews hops, while remaining remarkably balanced.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 From a fresh growler, pours a brilliantly clear orange-copper. Big 2 fingers of off-white foam leaves decent lacing. Smell is pretty classic grapefruit and pine, as is the taste. Some malt and alcohol detectable as the beer warms, but not much considering the ABV. The hops are powerful enough to keep the sweet malt a supporting player. Feel is a thickish medium. Huge beer, very well made and enjoyable.   
look: 4.25 | smell: 2.5 | taste: 3 | feel: 2.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 Poured from a 22oz bottle (Bottled On: 06/09/14) into a Vapeur Cochonne branded 12oz stemmed tulip glass.    A- Pours a remarkable and gloriously clear orange/gold...reminiscent of some of the finest bullion left on this planet! (5.0)    S- The sweet malt backbone and hop overload creates this bitter & sweet complexity that is much more balanced than their Enjoy By series: Tropical Fruit: (Passionfruit, Pineapple, Mellon, Papaya) and Sweet citrus: (Tangerine, Orange, Ruby Red Grapefruit) engulf the olfactory hues. (4.75)    T- Sweet malt up front followed by a significant slap of bitterness on the palate. The finish reveals a tropical fruit sweetness unlike Ruination making this an absolute joy to consume. (5.0)    M- Standard Stone carbonation (nothing above 2.50 vols) allowing the malt and hop resins to coat the palate for an amazing experience. However, I would enjoy a bit more so I could enjoy it over time in nucleated glassware (4.5)    O- RuinTen gives Enjoy By IPA a run for its money! Although two totally different hop profiles, I will give the nod to RuinTen as a result of the heftier malt backbone...the hop-to-malt balance is just perfect making it that much more drinkable considering the ABV (and the labeled, 10.8% ABV does not disappoint)! However, RuinTen does not remind me so much of its in genesis in Ruination IPA. Although still dank, oily and resinous, Ruination has a black tea component in the aroma and flavor that does not translate in RuinTen...the latter replaces that essence with that of a tropical (i.e. passionfruit) vibe courtesy of the addition of Citra in the dry hop. However, three years since their initial Ruination anniversary brew (of which preceded Enjoy By IPA), this stands to be my favorite of the lot. (4.75)    UPDATE: 2016 version (Bottled: 06/08/16) poured into a Belgian Tulip/Snifter glass    Although the 2015 version (of which I did not document) seemed compromised with a larger malt presence, the 2016 vintage is ripe with everything I composed two years ago. Damn the trends of the thick, turbid and 'muddy' beers of New England because this is a magnificent beer for the style (clarity, aroma, flavor and mouthfeel) and prefer it only slightly above the 2016 edition of Devil Dancer (Founders). If you enjoy big, bold, brash and full-bodied "Triple" IPA's than this is the benchmark. It is a shame they only release this once a year. However, it is well worth the wait for such a gargantuan offering...I'll miss you Mitch Steele!   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.25 | feel: 3.5 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 A dark amber color with a moderate sized off-white head. Some clumps of lace.  Aroma of pine, citrus, and tropical fruit. Sweet malt background.  Mostly a pine resin and bitter orange taste. Some tropical fruit, not as much as I thought I would get from the aroma. Caramel.  Medium-bodied.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 I think the BA brother's aversion to hops is very intriguing. they seem to be very critical of over-hoppy beers. The rating disparity between them and the public consensus again I find very interesting. I am also rating this brew against all other IPA's. All Hail Flea the Bassist.     As a triple iPA, one would expect an assaulty, punishing experience of a total and unminitagted hop-smack. No. This is a balanced beer. This also is a triple-IPA.    I know these two things might be unseen together. But i meant it when i wrote it, and I still do. es - malt arrives to save the day. But! An infinite other number of things also arrive to save the day. This beer takes a bold stance and defends it fiercely. It was *very* filtered. Perfectly clear. Overfiltered, Was a bright halloween orange, with an evasive head. The liquid acts as many extremely hoppy beers do, which is strangely. Just missed the 5 here, and again, I'm rating to category, only because of it's nightmare filter job. This beer's ratings roost among the highest precipices of beer creation. Have you seen a thunderhead bloom and then diminish? That is the complexity of this bountiful beer. Stone tried hard here. I think they have a lot lot lot more to give.. Thanks to the people behind it. thanks capitalism, thanks beer ! LovE    22 oz brown glass  10.8% alc./vol  v rare <3     92/100   
look: 3.75 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 I finally decided to try this behemoth of a beer. A Triple IPA was just insane. Got the beer on tap in a tulip style glass. The beer poured dark mahogany color with reddish tints. The head is off white with good retention. The head left a sizable amount of lacing on the glass. The beer is near opaque and has some carbonation bubbles.     The nose is strong grapefruit, pine, floral, grass, perfume, caramel, toasted malt, bread yeast and booze.     The taste is pine, floral, lemons, grapefruit, oranges, floral, grass perfume caramel, bready, biscuits, booze, and yeast.     The mouthfeel of the beer is bitter, carbonated, crisp, slightly chewy, and the finish lingers.     The onslaught of hops is mind boggling. The hops is strong but not overwhelming. The malt backbone is very firm and hold up to the hops assault. This is one monster of a beer, very good, very well made, and very tasty. I really enjoyed it.   
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 Pours a deep auburn with a two finger orange white head. The nose is the best part of this beer. Pineaple, tangerine, pepper, passion fruit, lavander, grapefruit, lemon, cough syrup, there may be infinite notes to pick up. I feel as if I drift in between dimensions with each whiff into worlds in which I am drinking versions of this beer containing separate hop bills. How else could one beer have so much complexity? Next comes the taste. The taste is the best part of this beer. It is somehow perfectly balanced. I say somehow because this li'l devil is hopped up as shit, and somehow, the malt profile is so deep and robust, that it is able to hold its own against such an aggressively bittered beer. It's like Draymond Green knowingly taking a backseat to Curry because even though he knows what he brings to the court is of equal importance, he does not have the flash or star appeal of Stephan's shooting. Up next is the feel. The mouthfeel is truly the best part of this beer. It is thick and oily. It coats your mouth and sooths your soul. This mouthfeel has the body you want from a Russian Imperial Stout but the slick oil quality that an ipa requires. They play together. No one is the superstar. Like the first and second violins in a Bartok string quartet, neither has importance over the other. In summation, this beer is good.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Been following the evolution of RuinTen for a few years now, so, when I popped into my local Craft Beer Cellar (Westford, MA) and encountered two of my favorite store associates engaging in discussion about the beer (whether it should change ABV each year to reflect the year, whether it should follow current IPA trends and become hazier/use different hops/etc.), I had to grab a bottle to see how I felt. I know that this was originally made to be a "bigger version of Ruination" and I am also aware that Ruination itself underwent a renaissance to a slightly-newer-school version last year, but I wanted to weigh in personally about this beer.    Pours a gorgeous deep amber color with an everlasting ring of off-white head that sits consistently and succinctly in my glass. Lace is ephemeral, seeming to return to the beer from which it came each time the glass is swirled, but I don't really mind when the base beer is this beautiful. Perfectly clear, and with such nice retention and head buildup... can't fault it too much here at all.    Nose is floral and pine resin with some light candied citrus, pineapple and caramel malt backing those elements up. Slight sniff of perfume-y ethanol in there underneath the other notes, though less than expected for a "triple IPA" (I hate this terminology, for the record). Slight baking spice and grapefruit peel. Honestly, this is a weirdly underwhelming beer in the nose. It presents some semi-unique but anonymous scents that seem to have very little relevance to each other.    On the tongue I get a much better coagulation of the disparate elements from the nose, with deep caramel malt leading before being almost instantly subsumed by hop acrobatics. Pine, grapefruit, orange marmalade, peppery spice, rose florals and bready malts combine to deliver a very impressive flavor profile.    Full-bodied with a generous carbonation and slight sweetness in the finish to balance the intense bitterness, RuinTen definitely delivers on multiple fronts. It isn't my favorite beer by Stone, but it doesn't mess around and delivers pretty much precisely what it sets out to: a frontal hop-assault with very little distraction on the way. My CBC friends may disagree, but I believe Stone should keep things the way they are with this beer. The ABV is a bit much for my taste, but it is sensible if taken in the context of being a celebratory, once-a-year brew and the combination of Magnum for bittering with Centennial and Citra hops in the dry-hop is a winning combo that delivers citric, floral and piney elements in spades. Good stuff, at a solid price.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 A: Deep bright amber, 2 finger off white, good retention  AR: Dank pine resin, sweet potato/squash, subtle citrus, stone fruit  T: Follows nose, sweet malt, slightly bitter hop finish  M: Medium body, medium carbonation, crisp   
look: 3 | smell: 3.25 | taste: 3.25 | feel: 4.25 | overall: 3.25 bottled dated sometime in June 2016, so actually pretty fresh. pours a very clear dark brown/copper, no haze whatsoever. foamy head with big bubbles, but nothing special on the eyes. Smell was big on the malt and resin, maybe some pine and citrus but they are heavily muted by the malt and resin. taste was the same notes, just a little more citrus and pine, definitely still huge huge resin bomb. malts get a little toasty on the back end of the taste, and the booze is very hot and apparent. feel was the only thing this beer had that was above par. this beer was not easy going or smooth, it was pretty difficult to put down to be honest. i'll be sticking to regular Ruination (2.0) in the future.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 2.5 | feel: 4 | overall: 3 Last year's was great, but this one for some reason tastes very harsh and has a strong alcoholic taste. Slightly phenolic taste and not balanced at all. Way too bitter tasting. Good malt back bone, good mouth feel. The taste is just too off for me to drink the rest of the bottle.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 A - nice golden Amber color with no head, but I guess that's understandable at 10.8% :/  S - nice pine, grapefruit, citrus rind, some alcohol  T - big grapefruit, pine, citrus rind, really not much else  M - medium mouthfeel, alcohol is very present. Aftertaste is bitter grapefruit rind.   O - man, this is a different beer from what I remember, almost harsh with its bitterness. Not bad, but I wish it was more complex.   
look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 It's STONE..... Anniversary TRIPLE IPA. This year (2015 )seemed hoppier, but who's complaining. 2016 release still hoppy; creamy, balanced, malty finish. See website for pairings!!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 A - 1.5 inch head that holds very well. Hazy orange color. Very hazy with few bubbles.    S - Grapefruit, pineapple, and very sweet orange.    T - Very sweet orange, with only some orange peel bitterness Lots of flavor, with moderate alcohol presence.     M - Very thick without much carbonation burn. Mouth-coating.    O - Very nice. Sweet and Fruity. Thick and not very bitter.   
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4 | feel: 3 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Bottle dated 6/25/15 into pint glass. Pours a murky amber with a solid eggshell-white head. Initial impression is, of course, hops. Grapefruit, resinous, big citrus hops. But there is a nice maltiness that almost balances things. Medium mouthfeel, medium carbonation. Alcohol is well hidden. Slightly bitter finish. Really good DIPA.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 pours nice hazy dark orangeish with normal head. smell in your face grapefruit and some pine. maybe even a little orange. first sip I get some earthy notes with some cracker. this quickly gives way to some nice grapefruit and pine with a nice thick mouthfeel. bitterness and some candy on the back end rounds this beauty out with a slight alcohol tinge as it finishes. maybe some slight licoracenear the end. this is a great beer and as it warms it improves. one of my favorite stone beers.   
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Huge dehydrated orange appearance, off white head, over 1/2". Big pungent hops, brings it hard. Amalgamation of those hop aromas you all know about, interplay is well to where not one of them takes the front seat, they all share.    Taste was massively bitter, but substantial malt bill on it provides adequate support. Its not just simply massive, it actually imparts flavor and is enjoyable to drink.     Sometimes you just gotta go super hard, this beer is for those times.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours an opaque deep gold/pale amber producing 1.5 inches of creamy, frothy, somewhat lasting, off-white head that leaves motes, strings & streaks of clumpy lacing. Aroma is sweet caramel malt, packed with tropical fruit, melon, earthy spice & a hint of citrus. Taste is sweet caramel malt, loosely balanced with high octane hoppiness: tropical fruit flavors predominate with a little citrus, earth & spice with a very wet finish & alcohol spice. Aftertaste is an oily hop/malt bitter-sweetness that rapidly gravitates to an imperial bitter. High ABV is detectable but subdued. If dank can be substituted for earthy then this beer certainly qualifies as a dank brew. Mouthfeel is moderate-heavy bodied with moderate carbonation, oily, wet & slick finish with a bitter & astringent aftertaste.   
look: 3.5 | smell: 4.25 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 A hazy peach color with a settled and dissipating head that can be revived in full simply by a slight swirl. Aromas of peach, mandarin and tropical fruit. Only a slight dryness and feint bitter finish. Strong hopp flavor that isn't too dominate that it overpowers the beer...a good balance with other flavors. Burp, and you can reaquaint yourself with the fruit.   
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 After a month sabbatical from IPAs, drinking mostly German beers, I wanted all the hop intensity I could get from one package as I dove back in to American craft beers. I chose to start back up with Stone and I was not disappointed. Boozy, hoppy, RuinTen delivers. If you do not like to pucker up, stay far away.  Look: what you expect -dark orange, cloudy with a 2 finger white head, lots of lacing.  Smell: Very citrusy, especially grapefruit.  Taste: Imagine taking a small bite of a banana followed by biting into a grapefruit. A sip of Ruin Ten is grapefruit forward with a slight banana taste in the mix.Finish is piney. It is refreshing, odd as that sounds. Just enough malt sweetness to balance without doing harm to the hops.  Feel: Not watery, nice mouth coating, mild carbonation, definite alcohol burn, slightly dry finish.  Overall: ABV too high for my taste. I prefer DIPA over session IPA, this one though is a bit too strong but it is delicious, one of the best balanced offerings from Stone.Yes, you do taste and feel the 108 proof ABV, but you get a hop party in your mouth with just enough malt balance to keep your head from exploding from the 115 IBU hop hit. Shelled out $10 for a bomber and will do it again gladly.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 200ml at Brewdog DogHouse, Glasgow (£4.40):  Another excellent Stone IPA with tonnes of bitterness balanced against sweet malts & sticky caramel flavours. A complex beer with a nice array of hop flavours & bitterness coming through on top of a full body that was easy to drink despite the strong alcohol content.   
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.5 Appearance – A bottom glass pour produces an incredibly cloudy body of dark orange copper with reurgitated hop flakes floating about unseen. The head is crazy on an aggressive pour. It’s full, pure white, lacing, and lasts forever.    Smell – The deep pine hop profile finds some strong biscuity bread at the nose and an explosive aroma of darkish fruits such as dates and raisins. Once the beer opens up the fruits are increibly powerful but not overly sugary and the yeast develops.    Taste – This is incredible. It’s my first use of the term “bready hops” but man the biscuit and yeast are in full effect and the huge comlex hop profile is incredibly diverse. It’s not a heavy PNC hammer but more like a sophisticated CA profile of citrusy rind, light peach, grapefruit peel, and pear.    Mouthfeel – This is full-bodied wth a lot of drying from stem to stern.    Drinkability – 10% plus? Are you sure? Drank this like water.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Came across this oldish (bottled June 21, 2015) RuinTen while in Banff, Canada on Oct 29, 2015. Given that it is already more than 4 months old, I can't have huge expectations in terms of aromas and taste, which start to downfall pretty quick after bottling. Since this is my first time seeing this beer in Canada, here's what I got anyway:    Look: Cloudy pale amber with decent head and retention leaving a thick lacing on the galss as it recedes.    Aroma: Grapefruit, orange and a little bready. Passed its prime, no doubt about it. Unfortunately...    Taste: Lots of grapefruit and earthiness. Pine needles as aftertaste. A little boosy.    Feel: Thick bodied with good carbonation.    Overall: Definitely worth trying! Hopefully I can find a fresher one.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 This is a big beer. I would classify it as an American Strong Ale. Very balanced but hops dominate malt. Super hoppy malty aroma. Taste is big. Piney hops to start with strong hop malt in the middle and a really clean hoppy finish. Mouthfeel is hop oil smooth. Really good beer that I will buy agian.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 A ten ounce draft beer in a tulip glass.    The color is a light, copperish orange. There is not much clarity to it. It smells of hops, hops, hops. Not surprising, considering it is a triple IPA.    I love the flavor. There is a lot of nuance in the hop flavors, with citrus and an overall bitterness being the dominating flavors. There is a nice malt backbone as well. It goes down pretty smoothly, with a fairly strong bitter aftertaste.    Overall, a solid beer with great subtleties.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Poured from unfortunately old bottle (~3 months) into tulip.    L - cloudy copper, small white head sticks around and laces the glass    S - honey-ish malts, pine, a little grapefruit, not the new-school tropical aroma    T - a little sweet, very malty, flavors follow the smell, not crazy bitter    F - syrupy, moderate carbonation, slight burn    O - definitely try this if you prefer maltier IPAs   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 On tap at Taphouse in Hampton. Brutal hops in hazy package. Malt is straightforward. Heavy body. Pretty bad ass and warms the cheeks. Heavy on the body and I'm pretty sure I can only drink just one.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 I've had this once or twice before, but never rated it. It is as good today as it was then. I typically enjoy the "juicier" IPAs, but this one really hit the spot. I never really comment on the "look" of the beer ,but this one is beautiful--rich cooper with little-to-no cloudiness. The aroma has a lot of citrus hops with a hint of caramel malt. The Taste is big: A lot of grapefruit and resinous bitterness with a sweet, caramel malt backbone. I'm still not sure how a beer could have such strong hop flavor while still maintaining a balance. The thickness of the feel is shocking considering the clarity of the brew. Overall, this is a damn good beer.   
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 2 | smell: 4.5 | taste: 3 | feel: 2 | overall: 2.75 A: Cloudy.    S: Aroma of citrus and pine.    T: Medicinal flavor. Oxidation.     M: Thick and syruppy    O: Would have rather bought an $8 6 pack than an $8 bomber of this.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
