look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 5 My go to Porter, and honestly, the one by which I have been judging others. The aroma is malty, almost bready. The color is gorgeous dark with a bit of head going to lace. The flavor is, to me, layers of different malts and char, complex but approachable. The mouth feel is quintessential Porter, not thin or stout thick, just the right amount of carbonation. Overall, the beer that, after drinking on multiple occasions, you look forward to the next one.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 Bottle. The third part of a mix pack that contained 3 of 4 brewskis I always wanted to try. The first two were good but a bit overrated. This one sorta falls into a similar category. I said that these beer averages really just speak to the strength of the Great Lakes brand - especially to Beeradvocate users. This is a solid, solid porter but damn that's a high rating. Tried and true nose and flavor. Leaning towards the lighter side in both areas. Follow suit with the others.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 "Enjoy by 10/10/16"; drank 7/6/16 @ the Yarchives.     Opaque dark brown appearance.     A rough pour yielded a small khaki head; nice lace.     Dark roast coffee bean, fresh earth, burnt caramel & faint cream notes in the nose. Enticing!     Medium mouthfeel.     Cream & dark roast coffee bean flavors up front; hop bite on the finish.     The nose promised porter bliss, but the simplified flavor disappointed & the hop bite mixed in gave this a pickle juice aftertaste. Too bad...   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Nice smooth, drinkable porter. Dark brown, almost black color with some tan head and a little lingering lacing. Smells of dark coffee and malt. Tastes of dark coffee roast, sweet malt, caramel and a little vanilla and chocolate. Barely any hops presence. Smooth clean finish with mild mouthfeel and just the right amount of carbonation throughout.   
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 3 | feel: 4.25 | overall: 3 NOTE: I compare all other beers to Sierra Nevada's Pale Ale; there may be better out there, but many that are worse.  This gives a full 2 finger aromatic beige head that lasts.  The color is opaque black. You can not see through a glass of this beer!  There is plenty of sweet aroma from malt as well as some piney hops.  There is plenty of taste from the roasted malt which is a bitter acid taste which totally belies the sweet aroma!!!!  Very little citrus/pine/bitter coffee at the beginning of the palate that follows through to the end. Flavor is full throughout the palate.  Overall, has full, rich flavors, and aroma, but I would rather have my Ale than a Porter.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 Look: Opaque blackish brown with a thin beige head. Looks like a porter should.    Smell: Sweet and a little smoky. Pleasant.    Taste: More bitter than the smell would let on. Oaky and acidic with the slightest chocolate aftertaste.    Overall: Another strong contribution from Great Lakes. Porters aren't usually among my favorite styles, but this one is true to the form while remaining remarkably drinkable.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours black with a finger of khaki foam that fades fairly quickly leaving behind a few strands of lacing. Aroma is toasted, nutted, biscuit, earthy malts. Herbal, and pine hops give it a little hoppy zing, but nothing that tips the scales out of favor of the malts. Flavor profile is smooth notes of toasted, nutted, biscuit, earth, and caramel malts that blend together to form a splendid porter. Hints of herbal and pine hops further deepen the flavor profile. Mouth feel is medium in thickness with a crisp, liveliness that rewards every sip. Overall, a lovely porter with a diverse array of malts. The diversity of malts along with a small addition of hops keeps this beer drinking splendidly smooth and well-balanced.     Served in a 12oz snifter from a 12oz bottle.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours an almost espresso color. Dark malt and cocoa dominate the aromas. Flavors follow through from the aroma, with tons of chocolate and coffee, offset by a caramel sweetness. Easy drinking with a dry finish.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 5 | feel: 5 | overall: 5 Wonderful Porter. Caramelly light, with just right amount of bitterness. A beer for somber or thoughtful occasions alike. 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Poured from 12oz bottle into glass. Best by date stamped on label is '05/15/18'.  Clear, deep brown colored body. One finger, light tan and creamy head persists. Some spots of lacing left behind with each sip.  Aroma is dark roasted malts, with a slight char. Dark coffee and dark chocolate add in.   Taste is well balanced with dark roasted malts, dark black coffee, and dark chocolate. Very little bitterness.  Smooth, medium mouth feel. Toward the dry side.  Very well crafted porter. Appearance, aroma, and taste all come together for an enjoyable porter beer experience.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 I’m really not a fan of porter’s normally but this one is damn good. Light dark chocolate and coffee bitterness combined with an almost lightly hoppiness. The balance is awesome and no one flavor steps on the rest. Just a superbly done beer and the best porter I’ve ever had.   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours near-black with a thin film of tan head.    The nose and taste are roasted malt, bakers chocolate, peanut butter, and faint char.     The mouthfeel is medium. Smooth.    Overall, a model porter. Really opens up as it warms. Very good.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Bottle from Consumers Beverage. This one’s reputation precedes it. Excellent throughout. Near black pour with tight, creamy beige head, leaves rings of lacing all the way down. Aroma is chocolate, roast malts, coffee. Taste is sweet, chocolate, burnt toast. Feel is creamy and slick. Sweet bitterness lingers. Perfect porter, benchmark for the style.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 The appearance is black with some very dark brown highlights. The head is creamy tan with long retention, eventually dying down into a film that leaves streaky lacing behind.    The aroma is unsweetened dark chocolate and baking cocoa. Some acrid black coffee. Black licorice and star anise. Burnt toast.    The taste is bitter dark chocolate and black coffee upfront. Follows with burnt toast and hints of toffee. Black licorice and star anise work their way in and provide some mild spiciness. Finishes earthy with just a hint of vanilla, and then a surprising bitterness that lingers of burnt grains and black coffee.    The feel is the lighter side of medium, well-carbonated, smooth. Almost watery momentarily, but rounds out by the finish. Slightly sticky.    Overall, a really solid and enjoyable porter. Very well made.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4 Edmund Fitzgerald Porter is a fine way to get wrecked... Oh, come on, you would have said that too!    Smoky and hoppy at the same time, but the overall character is pretty light. Dark brown, verging on black, keeps a fine cream colored head from pour to finish.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 Poured into a clear glass. Has a dark brown color, almost the color of cola, and a thick light tan head.    Smells heavily of coffee and roasted malt. Notes of cinnamon, vanilla, cocoa, and cream.    Has a nice "roasty flavor" of barley and coffee beans, supplemented by smoke, dark fruit, licorice, chocolate, and vanilla. Feels excellently smooth and robust on the palette.    It's fantastic.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Roasty, coffee, chocolate, dark fruits 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 My go-to porter, and I've had a lot of porters (as its one of my favorite styles--year-round). Without going into too much detail, it's robust yet quaffable, complex (with all of the roasted coffee/chocolate character I crave when in a porter mood, which is often), balanced, and in a nutshell, if you like porters, you'll love this. Any time I see it discounted, I grab some, but it's arguably worth the normal-for-around-here $9-10/six.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.5 | feel: 5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 I'll state up from that I love porters. This beautiful dark porter is my favorite beer made by Great Lakes Brewing Company, a fine well established brewery. My palate places this beer on the sweeter side of porters. The smooth, sweet malty taste (coffee and chocolate notes) and its 6% ABV makes this beer a smooth drinker all year long.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Pours a deep brown, almost black color with a finger thick, light tan head. Smells of roasted malts, coffee. Taste is a little bitterness, dark chocolate, smoke. Medium body, quick finish with a little bitterness lingering. Very nice, leans towards the bitter side as advertised. Different for a porter and I like it. Would happily have again.   
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 Really dark chocolatey brown color with a medium head tan in color. Malty aroma and taste. Smooth yet with a hint of rough seas. Porter-like but unique. A worthy tribute to the tough, leatherneck, seafaring fellas whose last day on this Earth, sadly, was November 10, 1975. Cheers to ya forever!   
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 5 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 Pours a very dark black with a thick light caramel colored head on top. Can smell roasted malts and hints of coffee. Has a roasted malt and chocolate taste with a coffee after taste.   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 Sampled from draft 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Dark brown colored with a slowly fading tan head. Taste is chocolate and coffee. Pretty smooth and tasty.I can see myself buying this again in the near future.   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Look: Deep reddish brown with 3/4 inch of thick off-white head.   Smell: Huge coffee smell hits first followed by roasted barley and a subtle bit of chocolate. As it warms it starts to smell like fresh coffee beans.   Taste: Follows the smell with the roasted barley leading the way followed by coffee and a hint of chocolate.  Feel: Maybe a little light for a porter, but not by much. Smooth and silky with just the right amount of carbonation.   Overall: This is an excellent example of a porter and it lived up to expectations.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 12 oz bottle poured into a snifter. Didn't look for a bottle date.    Pours very dark with around a finger head that is a light tan color. Minimal lacing and the head lingers around the glass.    Smell is lovely. Roasted malt, cocoa, vanilla, coffee bean, and a hint of cinnamon spice.    Taste is much of the same. The roastiness (is that a word?) of this beer is incredible. Chocolate malt, coffee bean, vanilla, lactose, bitter dark fruit.     The feel is pretty damn good for a low abv porter. It has a fairly full bodied mouthfeel although there is a slight watery feel to it. Not quite as thick and robust as I normally like.    Overall just a perfect example of a porter. I came in with high expectations and they were certainly met.   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 2.5 | feel: 2 | overall: 2.75 The color was dark like a cola. The smell is light and not off-putting (no strong alcohol smell). Had a decent, hoppy, stout taste, but a very bitter after taste. It wasn't thick or creamy, but not too watery or cabonated.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
